FUNCTIONAL_CLASS_026,Urban,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,YEAR_ADT_030,APPR_WIDTH_MT_032,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,OPERATING_RATING_064,INVENTORY_RATING_066,APPR_ROAD_EVAL_072,TRAFFIC_DIRECTION_102,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,LOWEST_RATING,DECK_AREASQMTS,Latitude,Longitude,PPTIN,TMAXC,TMINC,pc250,scour_critical,waterway_eval,struc_eval,channel_cond,culvert_cond
9,0,2016,2,70,2014,9.1,4,9.5,0,0,42.1,32.4,8,2,0,10,0,105,2034,8,86.45,46.284356,-94.260031,18.6620998,11.2221003,-0.768873,0.0234629,8,8,8,8,1
9,0,1977,2,15,2010,8.5,3,8,0,0,53.9,35.9,8,2,0,0,0,15,2039,8,68,48.132684,-96.500438,17.2742996,10.0242004,-1.58136,0.01918,8,6,8,6,1
9,0,1978,2,25,2013,8.5,4,9.2,0,0,53.9,35.9,8,2,0,0,0,25,2039,6,78.2,43.573487,-92.575498,24.4615993,12.1705999,1.6334701,0.0270573,8,8,6,6,1
9,0,1989,2,25,1986,7.3,4,9.3,0,0,58.8,39.2,8,2,0,0,0,25,2029,8,67.89,47.490604,-95.564269,17.5025997,9.9203997,-1.88986,0.0214671,8,9,8,5,1
9,0,1981,2,28,1981,7.3,4,15.2,0,0,53.9,35.9,8,2,0,0,0,28,2029,7,110.96,46.025525,-92.454672,19.5587997,11.6892996,-0.407261,0.0183327,8,8,7,5,1
6,0,1932,2,4300,2017,11.9,3,6.7,0,0,39.2,26.1,5,2,0,6,0,4300,2039,6,79.73,44.002984,-91.482849,25.6741009,13.3895998,2.7123001,0.0262262,8,8,6,5,1
2,0,1994,2,2800,2016,13.4,4,9,0,0,58.8,39.2,8,2,0,22,1,2800,2039,7,120.6,44.024265,-94.102051,18.8490009,13.1591997,1.94048,0.0255674,8,9,7,6,1
9,0,2006,2,10,2005,6.7,4,8.9,0,0,58.8,39.2,8,2,0,0,0,13,2025,8,59.63,46.273233,-92.500622,24.1882992,10.7012997,-1.84728,0.0182676,8,6,8,8,1
9,0,2002,2,59,2002,8.5,4,8.3,0,0,58.8,39.2,8,2,0,0,0,59,2029,8,70.55,44.312969,-94.470876,17.1452999,13.0635996,1.98233,0.0264031,8,7,8,8,1
7,0,1978,2,395,2014,8.5,4,9.3,0,0,53.9,35.9,6,2,0,0,0,395,2039,8,79.05,45.403123,-93.331229,21.9424992,12.4776001,1.09848,0.0222583,8,5,8,7,1
9,0,2001,2,52,2001,8.5,4,9.5,0,0,58.8,39.2,7,2,0,0,0,52,2029,8,80.75,44.412553,-95.020719,17.5020008,12.8830004,1.48656,0.0287758,8,7,8,7,1
19,1,1996,1,1,2009,6.1,3,7,0,0,58.8,39.2,8,1,0,0,0,1,2029,7,42.7,44.513835,-93.264241,20.7651997,12.9095001,1.55857,0.0236761,8,8,7,7,1
9,0,2006,2,125,2004,10.4,3,6.9,0,0,58.8,39.2,8,2,0,0,0,150,2030,7,71.76,44.000331,-96.205269,14.8589001,12.5826998,0.922985,0.0355992,8,9,7,7,1
9,0,1998,2,210,2011,10.1,3,7.9,0,0,68.6,40.8,8,2,0,0,0,210,2039,8,79.79,44.232897,-94.144852,20.8484001,13.0043001,1.85043,0.0254848,8,8,8,8,1
9,0,1960,2,700,2014,9.1,4,8,0,0,53.9,35.9,8,2,0,0,0,718,2034,7,72.8,43.583447,-92.113219,23.8008995,12.4102001,1.786,0.027666,8,8,7,7,1
1,0,1968,4,9000,2017,22.6,2,7.9,0,0,54,32.4,6,2,0,19,1,9000,2037,7,178.54,47.031295,-96.563029,17.2268009,11.3626003,-0.203703,0.0266465,8,8,7,7,1
16,1,1963,4,15100,2015,17.4,3,6.8,0,0,63.9,42,7,2,0,3,0,15100,2039,6,118.32,44.595839,-93.21173,20.6924,13.0144997,1.6744699,0.0234558,8,8,6,5,1
9,0,2000,2,30,1999,7.9,4,11.4,0,0,53.9,35.9,7,2,0,0,0,30,2029,8,90.06,43.583985,-95.004798,18.8383007,12.6672001,1.68548,0.0279982,8,8,8,7,1
7,0,2006,2,92,2016,7.3,4,7.5,0,0,89.8,89.8,8,2,0,3,0,92,2032,8,54.75,44.31417,-96.383519,15.6668997,11.9386997,0.636885,0.0370668,8,9,8,9,1
6,0,1992,2,3600,2015,12.2,4,11.9,0,0,53.9,32.4,8,2,0,6,0,5940,2037,7,145.18,44.350623,-92.273563,22.4423008,12.7421999,1.6167001,0.0238647,8,8,7,8,1
9,0,1973,2,40,2013,10.4,4,8.5,0,0,53.9,35.9,8,2,0,0,0,40,2039,8,88.4,44.393412,-96.053574,17.1453991,12.3451996,1.24714,0.0343595,8,7,8,7,1
9,0,2001,2,20,2001,7.3,4,8.5,0,0,68.6,40.8,8,2,0,0,0,20,2029,8,62.05,45.422229,-93.494784,20.3722992,12.1688004,0.713427,0.0223673,8,8,8,6,1
16,1,1970,4,11100,2016,20.7,7,36,0,0,53.9,35.9,8,2,0,0,0,11100,2039,7,745.2,44.011633,-92.305834,24.0638008,12.2217999,1.6681499,0.0252362,8,8,7,8,1
11,1,1972,4,27000,2016,22.6,5,10.9,0,0,53.9,35.9,8,2,0,0,0,27000,2039,6,246.34,44.163576,-93.180377,21.4668999,12.7108002,1.9093601,0.0244117,8,9,6,6,1
9,0,1996,2,47,1996,7.3,4,17.3,0,0,68.6,40.8,8,2,0,0,0,47,2029,8,126.29,43.513307,-95.575113,16.5445004,12.4533997,1.4838099,0.0304323,8,8,8,6,1
7,0,1974,2,115,2017,9.8,4,8.7,0,0,53.9,35.9,8,2,0,0,0,115,2039,7,85.26,47.360921,-95.452994,15.9298,10.1716995,-1.80668,0.0220064,8,8,7,7,1
9,0,1999,2,25,2004,8.5,3,7.8,0,0,68.6,40.8,8,2,0,0,0,25,2029,8,66.3,44.491086,-96.224442,16.1881008,12.2452002,1.04328,0.0356674,8,7,8,6,1
9,0,1994,2,47,1993,7.3,4,9,0,0,58.8,39.2,8,2,0,0,0,47,2029,7,65.7,44.175115,-95.350259,17.1821003,12.9167004,1.37219,0.0295987,8,8,7,6,1
7,0,2002,2,800,2017,11,4,14.3,0,0,58.8,39.2,8,2,0,0,0,800,2039,7,157.3,47.55132,-96.551949,24.1021996,10.6018,-0.874483,0.0220044,8,8,7,7,1
6,0,1989,2,3,1994,8.2,4,9,0,0,39.2,29.4,8,2,0,0,0,3,2029,8,73.8,47.490787,-95.582747,17.5081997,9.8670502,-1.90755,0.0214947,8,8,7,7,1
9,0,2003,2,50,2002,6.7,5,10.7,0,0,58.8,39.2,8,1,0,0,0,50,2029,7,71.69,46.183901,-94.585903,17.8421001,11.0914001,-0.840436,0.0258134,8,8,7,8,1
14,1,1931,5,21900,2017,18.3,3,6.4,0,0,54,32.4,8,2,1956,8,0,21900,2037,6,117.12,46.523453,-96.514063,16.0965996,11.5573997,0.201829,0.0344192,8,7,6,8,1
9,0,1930,2,27,2016,8.5,3,6.8,9.4,10,29,21.8,8,2,0,2,1,27,2032,5,64.6,45.001598,-96.404696,18.7133999,12.7070999,0.931722,0.0400154,8,7,5,7,0
9,0,2011,2,49,2010,7.3,4,12.9,0,0,58.8,39.2,8,2,0,0,0,49,2032,8,94.17,45.084439,-95.255163,18.4540005,12.3382998,1.01307,0.0326855,8,9,8,7,1
9,0,2012,2,49,2011,7.9,4,7.7,0,0,58.8,39.2,8,2,0,0,0,49,2031,8,60.83,47.435447,-95.282717,16.8155003,10.1716003,-1.82775,0.0212995,8,9,8,8,1
9,0,1990,2,92,2016,7.3,3,6.3,0,0,99.8,59.9,8,2,0,2,1,92,2032,7,45.99,44.214913,-96.362599,15.1845999,12.2704,0.80652,0.0370747,8,9,7,7,1
8,0,2000,2,335,2017,10.4,4,15.5,0,0,53.9,35.9,8,2,0,0,0,335,2039,7,161.2,45.582741,-93.594569,18.1569996,12.0843,0.147137,0.0215888,8,8,7,6,1
7,0,1933,2,385,2016,10.4,3,7,0,0,53.9,35.9,8,2,0,0,0,385,2039,5,72.8,44.174746,-96.252801,14.9389,12.2076998,0.716428,0.0361147,8,8,5,6,0
9,0,1935,2,270,2017,9.8,3,6.7,0,0,53.9,35.9,8,2,0,0,0,270,2039,5,65.66,43.551639,-92.470931,23.9375992,12.3091002,1.65303,0.0273274,8,6,5,6,0
9,0,2017,2,36,2017,7.3,4,8.1,0,0,42.1,32.4,8,2,0,0,0,51,2037,9,59.13,46.013591,-94.000332,19.2052002,11.2755003,-0.47057,0.0228086,8,9,8,9,1
9,0,1998,2,210,2011,10.1,3,7.9,0,0,68.6,40.8,8,2,0,0,0,210,2039,8,79.79,44.232897,-94.144852,20.8484001,13.0043001,1.85043,0.0254848,8,8,8,8,1
9,0,1996,2,35,1973,8.5,3,8.3,0,0,68.6,40.8,4,2,0,0,0,35,2029,7,70.55,44.565767,-95.293525,18.0485992,12.7775002,1.31358,0.0306472,8,8,7,6,1
9,0,1990,2,20,1973,7.3,4,9,0,0,58.8,39.2,6,2,0,0,0,20,2029,6,65.7,47.535255,-96.532608,24.2667007,10.6399002,-0.854712,0.0220979,8,7,6,7,1
8,0,1977,2,10,2011,8.5,3,8.2,0,0,39.2,26.1,8,2,0,0,0,10,2039,4,69.7,44.165882,-95.335008,17.0095005,12.9159002,1.36176,0.0295024,8,7,4,6,0
9,0,1998,2,15,1998,7.3,4,9.8,0,0,58.8,39.2,7,2,0,0,0,15,2029,7,71.54,45.123572,-95.500616,18.4416008,12.4408998,0.949867,0.034888,8,4,7,4,1
9,0,2013,2,49,2013,7.3,5,15.7,0,0,58.8,39.2,8,2,0,0,0,49,2033,9,114.61,45.054357,-96.255341,17.3997993,12.7462997,0.893518,0.0397078,8,9,9,8,1
9,0,1981,2,20,1981,5.5,4,15.2,0,0,53.9,35.9,8,2,0,0,0,20,2029,7,83.6,45.560803,-93.000708,19.2721004,12.1990995,0.367816,0.0208532,8,8,7,5,1
9,0,2000,2,65,2014,8.5,3,12.2,0,0,58.8,39.2,8,2,0,0,0,65,2039,8,103.7,45.461152,-93.255034,20.9524002,12.2215996,0.705586,0.0215756,8,8,8,7,1
7,0,1999,2,425,2014,7.3,4,9.4,0,0,68.6,40.8,8,2,0,0,0,425,2039,7,68.62,46.044132,-94.481893,16.4073009,11.7679005,-0.183567,0.0255972,8,9,7,7,1
8,0,2009,2,240,2017,9.8,5,10.5,0,0,68.6,40.8,8,2,0,0,0,240,2039,7,102.9,43.501935,-91.461391,23.1797009,12.8886995,2.37551,0.0293986,8,9,7,8,1
9,0,1992,2,34,1991,7.3,3,7.9,0,0,53.9,35.9,8,2,0,0,0,34,2029,8,57.67,43.505327,-95.442309,17.7539997,12.6422997,1.59666,0.0297346,8,6,8,7,1
9,0,1981,2,35,2008,8.5,4,13.2,0,0,53.9,35.9,8,2,0,0,0,35,2039,8,112.2,47.195696,-96.125805,17.1116009,10.7201996,-0.751991,0.0244969,8,9,8,6,1
9,0,1985,2,34,1986,7.9,4,9.4,0,0,39.2,29.4,7,2,0,0,0,34,2029,7,74.26,47.244421,-95.593147,16.8318005,10.0937004,-1.43178,0.0230802,8,7,7,6,1
6,0,1988,2,530,2016,12.2,4,7.8,0,0,39.2,29.4,8,2,0,36,1,530,2039,7,95.16,46.060497,-96.293528,17.7210999,11.7368002,0.0688617,0.0437923,8,8,7,7,1
7,0,1968,2,480,2015,7.9,3,6.7,0,0,53.9,35.9,6,2,0,0,0,480,2039,7,52.93,44.265658,-92.301997,22.8472004,12.8743,1.59563,0.0241596,8,5,7,7,1
9,0,1997,2,1150,2015,13.4,3,7.7,0,0,58.8,39.2,8,2,0,0,0,1150,2039,8,103.18,45.395448,-93.5432,19.6282997,12.2701998,0.803819,0.0224323,8,8,8,6,1
6,0,1940,2,1150,2016,9.8,3,6.7,0,0,39.2,29.4,8,2,0,7,0,1150,2039,5,65.66,47.174615,-96.203121,16.4705009,10.7981997,-0.619556,0.0247903,8,8,5,6,0
9,0,1993,2,12,1973,5.8,4,14.5,0,0,58.8,39.2,7,2,0,0,0,12,2029,8,84.1,44.500468,-96.131218,15.2960997,12.4211998,1.22214,0.034962,8,5,8,6,1
6,0,1977,2,5800,2016,13.4,3,7.3,0,0,53.9,35.9,8,2,0,5,0,5800,2039,6,97.82,44.36339,-93.130492,22.3572006,12.8249998,1.6044101,0.02386,8,8,6,7,1
2,0,1983,2,2250,2016,13.4,12,12.3,0,0,39.2,29.4,8,2,0,19,1,2250,2039,7,164.82,44.560644,-95.530678,18.5610008,12.7103004,1.28842,0.031822,8,8,7,6,1
9,0,2013,2,49,2013,7.3,3,6.7,0,0,42.1,32.4,8,2,0,0,0,49,2033,9,48.91,44.254822,-96.205832,15.9036999,12.0551996,0.963697,0.0356356,8,9,8,9,1
9,0,2001,2,58,2001,8.5,3,7.7,0,0,68.6,40.8,8,2,0,0,0,58,2029,9,65.45,44.150024,-95.31586,17.0184994,12.8886003,1.3703099,0.0293855,8,8,9,7,1
9,0,2007,2,2200,2016,12.2,4,9.4,0,0,58.8,39.2,8,2,0,0,0,2200,2039,8,114.68,44.335921,-93.332487,22.5125999,12.8596001,1.5696599,0.0241047,8,8,8,7,1
9,0,1974,2,105,2010,8.5,3,7.3,0,0,53.9,35.9,8,2,0,0,0,105,2039,8,62.05,45.490281,-93.151198,20.3033009,12.1080999,0.492229,0.021769,8,8,8,7,1
8,0,1974,2,165,2016,9.1,4,10.2,0,0,53.9,35.9,8,2,0,0,0,165,2039,6,92.82,44.444526,-93.481366,21.3511009,12.7684002,1.57296,0.0240457,8,7,6,5,1
8,0,1978,2,285,2017,9.8,4,22.7,0,0,53.9,35.9,8,2,0,0,0,285,2039,7,222.46,45.411313,-95.513543,16.7642994,11.9574003,0.586006,0.0367421,8,8,7,8,1
1,0,1967,4,43000,2017,33.2,3,9.9,0,0,39.2,29.4,8,2,0,5,1,43000,2039,7,328.68,45.12114,-93.025474,23.5653992,12.9493999,2.0626199,0.0223018,8,6,7,5,1
9,0,1977,2,50,1990,8.5,4,16.5,0,0,53.9,35.9,8,2,0,0,0,50,2029,8,140.25,44.382271,-96.185931,17.7635994,12.1963997,1.05444,0.0352917,8,7,8,6,1
7,0,1940,2,110,2009,8.5,3,10.2,7.9,8,53.9,35.9,6,2,0,0,0,110,2039,4,80.58,43.540868,-94.160803,18.3237991,13.0628996,2.0497701,0.0265755,8,6,4,5,0
8,0,2016,2,315,2017,7.3,3,10.3,0,0,42.1,32.4,8,2,0,0,0,315,2039,9,75.19,46.072882,-94.034354,19.1084995,11.2173004,-0.654359,0.0228503,8,8,8,9,1
9,0,1977,2,470,2015,9.8,4,14.6,0,0,39.2,29.4,8,2,0,0,0,470,2039,5,143.08,43.573895,-91.330811,25.8567009,13.0340004,2.6758001,0.0291776,8,8,5,5,0
7,0,2007,2,155,2017,10.4,4,9.5,0,0,68,40.8,8,2,0,0,0,155,2039,8,98.8,43.563207,-95.394557,17.7957001,12.5831003,1.56962,0.0294624,8,8,8,7,1
9,0,2006,2,1,2009,7.3,3,10.3,0,0,58,39,4,2,0,0,0,1,2029,8,75.19,47.320704,-96.344757,18.1417999,10.9834995,-0.633842,0.0236259,8,4,8,5,1
6,0,2012,2,3000,2017,14.6,4,9,0,0,58.8,39.2,8,2,0,0,0,3000,2039,6,131.4,44.351594,-93.262555,22.5599995,12.8893003,1.5196199,0.0240052,8,9,6,6,1
9,0,1991,2,40,2013,9.1,3,8.1,0,0,58.8,39.2,8,2,0,0,0,40,2039,8,73.71,44.421562,-95.263052,16.6371002,12.8765001,1.31323,0.0299015,8,8,8,5,1
6,0,1931,2,3050,2017,11.6,3,6.7,0,0,39.2,29.4,7,2,0,5,0,3050,2039,6,77.72,44.342737,-92.522132,22.5461998,12.7826996,1.54247,0.0238208,8,6,6,6,1
9,0,2007,2,280,2017,13.4,4,9.1,0,0,58,39,8,2,0,0,0,280,2039,8,121.94,48.38347,-96.542997,15.9982004,9.9540396,-1.94742,0.0184191,8,9,8,9,1
8,0,2001,2,240,2017,10.4,4,12.2,0,0,53.9,35.9,7,2,0,0,0,240,2039,8,126.88,44.462981,-96.21326,16.6991005,12.2713003,1.05599,0.0355157,8,8,8,7,1
2,0,1983,2,2450,2016,12.2,4,17.8,0,0,39.2,29.4,7,2,0,12,1,2450,2039,7,217.16,46.075635,-94.574588,16.9410992,11.5270996,-0.276597,0.0261679,8,8,7,7,1
19,1,2003,2,950,2015,13.4,3,12.2,0,0,68.6,40.8,8,2,0,2,0,950,2039,8,163.48,44.425944,-92.515627,21.3756008,12.8705997,1.37125,0.0235536,8,9,8,9,1
9,0,2002,2,15,2010,7.3,3,7.1,0,0,68.6,22.7,5,2,0,0,0,15,2039,7,51.83,48.291829,-97.0725,15.4184999,10.2074003,-1.23304,0.0187849,8,3,6,5,1
8,0,1941,2,305,2011,9.8,4,8,0,0,32.7,24.5,8,2,0,0,0,305,2039,5,78.4,47.262384,-92.474584,21.8677006,10.1309996,-2.54686,0.0175017,8,8,5,6,0
6,0,1923,2,1150,2016,9.8,3,6.4,0,0,39.2,29.4,8,2,0,14,0,1150,2039,5,62.72,44.273528,-96.164445,16.2346001,12.1023998,1.01977,0.0352694,8,6,5,5,0
8,0,1998,2,54,1986,8.5,4,14.2,0,0,58.8,39.2,8,2,0,0,0,54,2029,7,120.7,45.463086,-94.254241,14.3008003,12.1436005,0.767912,0.0250625,8,7,7,6,1
9,0,2002,2,10,2002,7.3,4,8.3,0,0,58.8,45,8,2,0,0,0,10,2029,7,60.59,47.362805,-96.332912,18.9953995,10.8411999,-0.817307,0.0232708,8,8,7,7,1
9,0,1984,2,6,1973,4.3,4,11.4,0,0,53.9,35.9,8,2,0,0,0,6,2029,7,49.02,48.035286,-96.463613,16.6530991,10.0017996,-1.5652,0.019558,8,8,7,7,1
6,0,1983,2,3200,2017,13.7,4,15.6,0,0,39.2,29.4,8,2,0,11,0,3200,2039,7,213.72,48.010851,-97.011443,16.2977009,10.4028997,-0.923594,0.01967,8,6,7,7,1
7,0,1979,2,355,2014,12.2,4,8.4,0,0,42.1,32.4,8,2,0,0,0,355,2039,4,102.48,46.230207,-96.230837,16.3862991,11.5521002,0.249698,0.0397018,8,6,4,7,0
9,0,1990,2,18,1986,5.5,3,7.2,0,0,39.2,26.1,8,2,0,0,0,18,2029,8,39.6,46.333688,-94.233433,18.7926998,11.2076998,-0.743687,0.0231657,8,8,6,7,1
9,0,2009,2,250,2017,22.9,4,13.4,0,0,67.5,40.5,8,2,0,10,0,250,2037,9,306.86,46.500044,-96.541672,16.0900002,11.6099005,0.199991,0.0349694,8,9,9,9,1
8,0,1985,2,40,1985,8.5,2,6.6,0,0,58.8,39.2,8,2,0,0,0,40,2029,7,56.1,44.165921,-95.305907,16.8064995,12.9378004,1.36042,0.0293586,8,7,7,6,1
19,1,1987,2,2050,2017,12.2,4,8.6,0,0,58.8,39.2,8,2,0,0,0,2050,2039,6,104.92,44.590332,-93.241374,20.5128002,12.9618998,1.5377001,0.0234969,8,8,6,6,1
9,0,1979,2,12,1986,7.3,4,9.3,0,0,53.9,35.9,8,2,0,0,0,12,2029,8,67.89,45.390808,-96.212606,18.2283993,11.8309002,0.659141,0.0439241,8,8,8,8,1
9,0,2000,2,30,1999,7.9,4,11.4,0,0,53.9,35.9,7,2,0,0,0,30,2029,8,90.06,43.583985,-95.004798,18.8383007,12.6672001,1.68548,0.0279982,8,8,8,7,1
9,0,1901,2,290,2016,4.9,3,6.3,0,0,32.7,24.9,8,2,0,2,0,290,2032,5,30.87,44.592658,-96.332824,17.3470001,12.2671003,0.917097,0.0368902,8,7,5,7,0
19,1,2006,2,146,2015,7.9,11,11.5,0,0,53.9,32.4,8,2,0,0,0,160,2035,7,90.85,44.500335,-92.380243,21.7502995,13.1302004,1.60546,0.0233266,8,8,7,6,1
9,0,1988,2,36,1988,8.5,5,14.8,0,0,58.8,39.2,6,2,2016,0,0,36,2029,7,125.8,46.501123,-96.204033,17.2313004,10.8415003,-0.015262,0.0338829,8,7,7,6,1
2,0,1957,5,8400,2017,34.1,3,6.9,0,0,39.2,29.4,8,2,0,5,1,8400,2039,6,235.29,43.580357,-91.250941,26.8096008,13.8010998,3.3907199,0.0292925,8,8,6,6,1
9,0,2014,2,44,2014,7.3,4,7.9,0,0,42.1,32.4,8,2,0,5,0,66,2034,9,57.67,47.011458,-96.334915,16.8955994,10.8868999,-0.422327,0.0266573,8,7,8,8,1
9,0,1992,2,8,1973,4.9,4,14,0,0,58.8,39.2,7,2,0,0,0,8,2029,8,68.6,44.5247,-96.235833,16.2479,12.2937002,1.0655299,0.0358648,8,5,8,5,1
9,0,1998,2,13,1998,7.3,3,12.6,0,0,68.6,40.8,8,2,0,0,0,13,2029,8,91.98,44.230031,-92.370637,22.9023991,12.7713003,1.6267,0.0242796,8,8,8,5,1
7,0,1958,2,475,2017,9.1,2,6.4,0,0,34.3,22.9,8,2,0,0,0,475,2039,6,58.24,47.33268,-93.481254,22.0802994,10.3701,-1.66462,0.0184539,8,8,6,8,1
9,0,2003,2,481,2003,8.5,4,8.2,0,0,68.6,40.8,8,2,0,0,0,481,2029,8,69.7,44.272328,-95.002612,17.2304001,12.9253998,1.4193701,0.0282667,8,8,8,8,1
9,0,1987,2,21,1987,7.3,4,16.6,0,0,39.2,29.4,8,2,0,0,0,21,2029,8,121.18,44.034709,-95.202737,17.9246006,12.4432001,1.31827,0.0287018,8,8,7,7,1
9,0,1986,2,17,1986,7.3,4,8.9,0,0,53.9,35.9,8,2,0,0,0,17,2029,7,64.97,46.342196,-96.333245,17.4216003,11.5727997,0.203623,0.0378428,8,9,7,7,1
9,0,1976,2,25,1986,8.2,4,9,0,0,53.9,35.9,6,2,0,0,0,25,2029,8,73.8,47.095675,-96.434924,17.2658005,11.2649002,-0.270885,0.02585,8,9,8,8,1
9,0,1941,2,35,2013,8.5,3,10.1,7.9,8,53.9,35.9,8,2,0,0,0,35,2034,5,79.79,43.533016,-95.393843,17.8588009,12.6303997,1.5951101,0.0294773,8,8,5,5,0
9,0,1996,2,2800,2015,12.2,3,12.2,0,0,58.8,39.2,8,2,0,0,0,2800,2039,7,148.84,46.201275,-96.070113,16.9281006,11.2476997,0.268875,0.0389549,8,7,7,7,1
9,0,1990,2,1,2009,7.3,3,7.8,0,0,58.8,39.2,8,2,0,0,0,1,2029,8,56.94,48.123619,-96.323941,18.2651005,9.7081404,-1.85428,0.0191697,8,7,8,6,1
9,0,1978,2,50,1973,8.5,4,8.7,0,0,39.2,29.4,8,2,0,0,0,50,2029,7,73.95,44.074615,-95.000036,18.2942009,12.7774,1.48788,0.0279351,8,7,7,6,1
9,0,1983,2,15,1986,7.3,3,10.6,0,0,53.9,35.9,8,2,0,0,0,15,2029,8,77.38,45.392971,-96.180877,18.5746994,11.8566999,0.635918,0.0436746,8,8,8,8,1
2,0,1976,4,7000,2017,51.5,3,12.5,0,0,39.2,29.4,8,2,0,9,1,7000,2039,6,643.75,46.280165,-95.140707,16.0125008,10.4496002,-0.812991,0.0293214,8,8,6,7,1
9,0,2010,2,15,2010,7.3,4,9.1,0,0,68.6,40.8,7,2,0,0,0,18,2030,8,66.43,47.110708,-92.511131,21.8048,10.217,-2.3368001,0.0176333,8,9,8,5,1
9,0,1981,2,20,1978,7.9,6,6.3,0,0,39.2,26.1,8,2,0,0,0,20,2029,9,49.77,46.030229,-96.15588,17.9363995,11.6559,0.184467,0.0430905,8,8,6,7,1
9,0,2008,2,28,2006,7.3,4,7.7,0,0,68.6,40.8,8,2,0,0,0,39,2026,8,56.21,45.581049,-94.285977,15.7157001,12.1415005,0.276901,0.0251637,8,8,8,6,1
9,0,1985,2,35,2009,7.3,4,10.3,0,0,53.9,35.9,8,2,0,0,0,35,2039,8,75.19,48.360847,-97.011564,15.3785,10.1906004,-1.32335,0.0185756,8,9,8,8,1
9,0,1935,2,35,2017,8.5,3,10.2,0,0,53.9,35.9,8,2,0,0,0,35,2039,5,86.7,44.10576,-92.545052,23.6900005,12.5599003,1.50616,0.0246873,8,7,5,5,0
7,0,1993,2,740,2017,12.2,2,6.9,0,0,58.8,39.2,8,2,0,10,0,740,2039,8,84.18,47.302866,-93.114172,22.5300007,10.1878004,-1.88801,0.0180304,8,8,8,8,1
8,0,1938,2,200,2014,8.5,3,10,0,0,53.9,35.9,6,2,0,0,0,205,2034,6,85,44.042502,-92.112159,21.4775009,12.5826998,1.83541,0.02527,8,7,6,7,1
9,0,1989,2,20,1992,8.5,4,9.5,0,0,58.8,35.9,6,2,0,0,0,20,2029,8,80.75,44.355723,-95.530708,17.8537998,12.8030996,1.43136,0.0310107,8,7,8,6,1
9,0,1987,2,15,1988,7.3,3,7.3,0,0,39.2,26.1,8,2,0,0,0,15,2029,7,53.29,47.015209,-96.284239,16.8386993,10.8368998,-0.46065,0.026543,8,8,6,7,1
19,1,1992,2,1350,2015,11,13,13.4,0,0,49,32.7,8,2,0,0,0,1350,2029,8,147.4,44.440658,-93.200984,21.6453991,12.9761,1.5953799,0.0237609,5,9,8,8,1
9,0,1979,2,28,1986,7.3,4,9.6,0,0,53.9,35.9,6,2,0,0,0,28,2029,7,70.08,44.262995,-92.38528,22.5865002,12.8011999,1.59526,0.0241505,8,9,7,5,1
9,0,2012,2,20,2018,6.1,1,6.2,0,0,54,32.4,9,2,0,5,0,20,2038,7,37.82,46.10528,-96.365943,17.8659992,11.7807999,0.0605344,0.0434374,8,7,7,8,1
9,0,1981,2,39,1981,7.3,3,8.1,0,0,53.9,35.9,8,2,0,0,0,39,2029,7,59.13,45.303288,-94.451842,17.8600998,12.1871004,1.13348,0.0266478,8,6,7,7,1
7,0,1993,2,125,2014,9.8,4,8.9,0,0,53.9,35.9,8,2,0,0,0,125,2039,8,87.22,44.344647,-95.532419,17.8045006,12.8003998,1.43791,0.0309921,8,8,8,7,1
7,0,2004,2,1300,2014,11,4,10.1,0,0,68.6,40.8,8,2,0,0,0,1333,2034,8,111.1,44.084663,-92.363576,24.5506992,12.1936998,1.63714,0.0248598,8,8,8,8,1
1,0,1958,4,34000,2017,36.3,5,12.2,0,0,39.2,29.4,8,2,0,16,1,34000,2039,6,442.86,44.084896,-93.152192,20.3827,12.6330996,1.95227,0.0246234,8,8,6,7,1
9,0,1988,2,27,1970,8.5,5,11.9,0,0,53.9,35.9,8,2,0,0,0,27,2029,8,101.15,45.490389,-95.454416,16.8616009,11.8135004,0.50606,0.0362923,8,8,8,8,1
9,0,2017,2,30,2016,8.5,4,7.9,0,0,42.1,32.4,8,2,0,0,0,36,2036,7,67.15,44.012285,-96.155356,15.1252003,12.6055002,1.06499,0.0350967,8,7,7,7,1
16,1,1998,4,27000,2017,23.2,3,11.7,0,0,58.8,39.2,8,2,0,6,0,27000,2039,8,271.44,44.414694,-93.103553,21.8969002,12.9622002,1.58961,0.0237261,8,8,8,8,1
9,0,2002,2,20,2002,7.3,4,8.3,0,0,68.6,40.8,6,2,0,0,0,20,2029,7,60.59,43.595819,-91.501514,23.4783001,12.6970997,2.09847,0.0286827,8,9,7,6,1
8,0,2006,2,310,2014,11,5,10.5,0,0,68.6,40.8,8,2,0,0,0,310,2039,9,115.5,45.514053,-95.050028,17.7882996,11.8437996,0.650559,0.0318532,8,9,9,8,1
9,0,1976,2,30,1986,7.3,4,16.6,0,0,53.9,35.9,7,2,2001,0,0,30,2029,9,121.18,45.290448,-95.544866,16.7961998,12.2816,0.73027,0.0363969,8,8,9,9,1
