FUNCTIONAL_CLASS_026,Urban,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,ADT_029,YEAR_ADT_030,APPR_WIDTH_MT_032,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,OPERATING_RATING_064,INVENTORY_RATING_066,APPR_ROAD_EVAL_072,TRAFFIC_DIRECTION_102,YEAR_RECONSTRUCTED_106,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,LOWEST_RATING,DECK_AREASQMTS,Latitude,Longitude,PPTIN,TMAXC,TMINC,pc250,scour_critical,waterway_eval,struc_eval,channel_cond,culvert_cond
9,0,1976,2,20,2017,7.3,4,10.7,0,0,40.5,24.3,6,2,0,0,0,20,2037,7,78.11,46.411829,-96.505109,16.6555004,11.7340002,0.216078,0.0368236,8,8,6,7,1
11,1,2010,1,1,2010,3.7,4,8.3,0,0,68.6,40.8,7,1,0,0,0,1,2032,7,30.71,46.505395,-96.430698,16.6620998,11.4488001,0.225774,0.0346207,8,9,7,8,1
2,0,1998,2,6200,2017,12.2,4,8.8,0,0,68.6,40.8,8,2,0,4,1,6200,2039,7,107.36,45.411073,-93.510321,20.1629009,12.1793003,0.732412,0.0224167,8,8,7,7,1
9,0,1981,2,5,1994,7.3,3,8,0,0,53.9,35.9,8,2,0,0,0,5,2029,8,58.4,48.303247,-95.383862,16.6756001,9.8397198,-2.2720001,0.0182413,8,7,8,6,1
14,1,1975,4,8300,2016,16.5,4,14.4,0,0,39.2,29.4,8,2,0,10,0,8300,2039,6,237.6,44.264733,-95.472159,17.9902992,12.8594999,1.50238,0.0304524,8,8,6,7,1
9,0,1977,2,45,2012,9.1,4,14.7,0,0,53.9,35.9,8,2,0,0,0,45,2039,8,133.77,45.444309,-96.211771,16.9615002,11.7832003,0.61102,0.0445966,8,8,8,8,1
9,0,2008,2,64,2008,8.5,4,9.1,0,0,68.6,40.8,8,2,0,0,0,83,2028,8,77.35,44.271826,-95.210018,16.7702007,12.9988003,1.34565,0.029182,8,8,8,7,1
7,0,1951,2,1700,2014,13.4,3,6.7,0,0,53.9,35.9,8,2,0,0,0,1700,2039,6,89.78,46.381904,-92.30487,23.0165997,10.6035995,-1.6276,0.0179837,8,6,6,4,1
9,0,1983,2,30,1997,6.1,4,9.3,0,0,58.8,39.2,8,2,0,0,0,30,2029,8,56.73,43.514102,-92.503821,24.0380993,12.4195004,1.59416,0.0274582,8,6,8,7,1
6,0,1989,2,7000,2016,12.2,3,8.5,0,0,39.2,29.4,8,2,0,3,0,7000,2039,8,103.7,45.585377,-95.184544,16.8666,11.6371002,0.565271,0.0332214,8,8,7,6,1
7,0,2006,2,355,2014,9.8,4,9.3,0,0,58.8,39.2,8,2,0,0,0,355,2039,9,91.14,46.193344,-96.275841,16.5391006,11.6514997,0.203708,0.0408207,8,9,9,9,1
9,0,1978,2,37,1973,4.6,3,8.3,0,0,53.9,35.9,7,2,0,0,0,37,2029,7,38.18,46.220064,-92.592655,22.9601002,10.8287001,-1.57635,0.0184297,8,8,7,6,1
9,0,1983,2,70,2003,8.5,2,7.9,0,0,58.8,39.2,7,2,0,0,0,70,2029,6,67.15,47.270014,-92.181344,22.2229004,9.6250095,-3.0459399,0.0173257,8,8,6,6,1
6,0,2000,2,5000,2015,9.8,3,7,0,0,68.6,40.8,8,2,0,6,0,5000,2039,8,68.6,45.184044,-93.242157,23.3090992,12.7593002,1.96939,0.0225851,8,8,8,7,1
9,0,1977,2,35,2010,8.5,4,9.8,0,0,53.9,35.9,8,2,0,0,0,35,2039,7,83.3,48.132701,-97.015069,16.0547009,10.2847996,-1.04167,0.0192623,8,7,7,5,1
7,0,1978,2,410,2016,9.8,4,16.8,0,0,53.9,35.9,8,2,0,0,0,410,2035,8,164.64,43.505354,-94.474111,19.4972,13.1209002,2.22649,0.0269837,8,8,8,6,1
9,0,1981,2,85,2014,9.1,4,9.4,0,0,53.9,35.9,8,2,0,0,0,85,2039,7,85.54,47.481186,-94.301846,18.4552994,10.3472996,-1.52572,0.0194073,8,9,7,7,1
2,0,1982,2,7100,2016,13.4,4,17.1,0,0,39.2,29.4,8,2,0,9,0,7100,2039,6,229.14,43.51534,-92.115516,23.6093998,12.5602999,1.68036,0.0280601,8,8,6,5,1
9,0,2017,2,33,2017,7.3,4,9.1,0,0,42.1,32.4,8,2,0,0,0,40,2037,8,66.43,43.57519,-96.022576,17.0800991,13.2456999,1.34692,0.033579,8,8,8,8,1
8,0,1935,2,380,2015,9.8,3,6.8,0,0,24.5,18,7,2,0,0,0,380,2039,4,66.64,47.513306,-93.034321,21.2164001,9.8946199,-1.74422,0.0177094,8,9,4,6,0
9,0,2012,2,83,2012,8.5,5,11.8,0,0,42.1,32.4,6,2,0,0,0,49,2029,8,100.3,44.201286,-93.000071,23.0900002,12.5015001,1.77019,0.0242673,8,8,8,8,1
9,0,1994,2,43,1989,7.3,3,13,0,0,58.8,39.2,7,2,0,0,0,43,2029,8,94.9,44.095693,-95.312148,17.3959999,12.7406998,1.36036,0.0293007,8,8,8,6,1
9,0,2000,2,48,1999,9.1,4,11.1,0,0,58.8,39.2,7,2,0,0,0,48,2029,7,101.01,44.232868,-93.473007,22.0351009,12.8346996,1.60122,0.0244474,8,7,7,5,1
9,0,2000,2,49,1999,7.9,3,8.1,0,0,58.8,39.2,8,2,0,0,0,49,2029,7,63.99,48.355538,-94.410234,18.8237991,9.7839098,-2.55089,0.0175948,8,9,7,8,1
9,0,1984,2,60,1970,7.9,3,7.5,0,0,58.8,39.2,7,2,0,0,0,60,2029,7,59.25,48.092154,-94.303524,18.0951996,9.8325901,-2.40696,0.0179905,8,7,7,6,1
9,0,1985,2,20,1986,7.3,2,7.3,0,0,39.2,26.1,8,2,0,0,0,20,2029,5,53.29,46.331784,-94.1956,19.0119991,11.1583996,-0.808795,0.0229892,8,8,5,8,0
9,0,1977,2,15,2010,8.5,3,8,0,0,53.9,35.9,8,2,0,0,0,15,2039,8,68,48.132684,-96.500438,17.2742996,10.0242004,-1.58136,0.01918,8,6,8,6,1
14,1,1947,4,18200,2017,21.6,3,6.8,0,0,39.2,29.4,8,2,0,2,1,18200,2039,5,146.88,44.590261,-93.190895,20.7057991,13.0228004,1.67413,0.023445,8,8,5,7,0
2,0,1931,2,3450,2016,11,4,8,0,0,39.2,29.4,8,2,0,14,1,3450,2039,5,88,46.165669,-96.315159,17.2387009,11.7074003,0.125139,0.0417312,8,8,5,6,0
19,1,1993,2,150,1993,9.1,4,10.2,0,0,58.8,39.2,8,2,0,0,0,150,2029,8,92.82,44.593215,-93.215245,20.6525993,13.0082998,1.64931,0.0234644,8,8,8,8,1
9,0,2005,2,10,2005,7.3,4,7.9,0,0,58.8,39.2,8,2,0,0,0,10,2029,7,57.67,47.365326,-96.332937,19.0555992,10.8346004,-0.826351,0.0232509,8,8,7,6,1
7,0,1975,2,225,2016,11,4,9.8,0,0,53.9,35.9,8,2,0,0,0,225,2039,7,107.8,46.224993,-92.34257,22.8034992,10.9640999,-1.5407799,0.0181015,8,8,7,6,1
8,0,1984,2,540,2015,11,4,11.7,0,0,53.9,35.9,6,2,0,0,0,540,2039,7,128.7,44.275016,-92.565038,22.9263,12.9045,1.54093,0.0240313,8,8,7,5,1
9,0,1977,2,28,1986,7.9,4,9.4,0,0,53.9,35.9,8,2,0,0,0,28,2029,7,74.26,45.411618,-94.252681,15.4260998,12.1520004,0.850281,0.0251077,8,7,7,6,1
7,0,1962,2,1000,2015,9.1,4,8.1,0,0,53.9,35.9,7,2,0,0,0,1000,2039,6,73.71,44.291833,-92.26554,22.7210999,12.9857998,1.66129,0.0240831,8,5,6,6,1
9,0,1974,2,25,1985,6.7,5,18.7,0,0,53.9,35.9,8,2,0,0,0,25,2029,7,125.29,44.014237,-94.453244,18.8584995,12.9794998,1.89764,0.0263019,8,3,7,8,1
8,0,1985,2,40,1985,8.5,2,6.6,0,0,58.8,39.2,8,2,0,0,0,40,2029,7,56.1,44.165921,-95.305907,16.8064995,12.9378004,1.36042,0.0293586,8,7,7,6,1
9,0,1988,2,45,2016,7.9,3,12.2,0,0,58.8,39.2,8,2,0,0,0,45,2039,8,96.38,47.095286,-96.412423,17.2005997,11.2042999,-0.307107,0.0258298,8,9,8,8,1
7,0,1997,2,820,2014,11,4,12.8,0,0,58.8,39.2,6,2,0,0,0,820,2039,6,140.8,44.285304,-94.074766,21.4445992,12.9264002,1.7714,0.0253028,8,6,6,6,1
9,0,1990,2,10,1991,7.3,4,9,0,0,58.8,39.2,8,2,0,0,0,10,2029,7,65.7,48.332837,-96.555976,15.9807997,10.0146999,-1.92891,0.0185665,8,9,7,8,1
9,0,1979,2,39,1986,7,4,8.5,0,0,53.9,35.9,8,2,0,0,0,39,2029,8,59.5,46.253743,-95.114529,15.1090002,10.5970001,-0.661468,0.0293024,8,8,8,6,1
7,0,1987,2,205,2017,9.8,4,9.1,0,0,58.8,39.2,8,2,0,0,0,205,2039,8,89.18,48.365891,-96.480509,16.1070995,9.8939896,-1.96201,0.0184573,8,9,8,8,1
6,0,1992,2,45,2013,8.5,4,9.9,0,0,58.8,39.2,8,2,0,0,0,45,2039,8,84.15,48.584542,-96.27316,16.6749001,9.7246904,-2.18959,0.0178795,8,9,8,8,1
7,0,1975,2,163,2015,8.5,9,9.3,0,0,53.9,24.3,8,2,0,0,0,179,2035,7,79.05,44.350226,-92.054302,23.1357994,13.2250004,1.93478,0.0239689,8,7,6,8,1
9,0,1988,2,20,1991,7.3,3,6.9,0,0,53.9,35.9,7,2,0,0,0,20,2029,6,50.37,43.584583,-91.293904,26.5042992,13.3309002,2.9070599,0.0291775,8,7,6,7,1
9,0,2010,2,15,2010,7.3,4,9.1,0,0,68.6,40.8,7,2,0,0,0,18,2030,8,66.43,47.110708,-92.511131,21.8048,10.217,-2.3368001,0.0176333,8,9,8,5,1
9,0,1998,2,435,2012,9.8,3,7.2,0,0,68.6,40.8,8,2,0,0,0,435,2039,8,70.56,47.172072,-96.311833,16.2105999,10.9758997,-0.49506,0.0249349,8,9,8,8,1
8,0,1972,2,215,2014,9.8,3,8.2,0,0,53.9,35.9,8,2,0,0,0,215,2039,7,80.36,44.100049,-94.412692,18.434,13.0038996,1.92637,0.026172,8,7,7,7,1
16,1,1911,6,33500,2015,23.2,15,16.8,23.2,33,49,32.7,8,2,0,0,0,33500,2039,5,552.72,44.565798,-93.182599,20.6177998,13.0220003,1.65276,0.023485,8,8,5,8,0
9,0,2002,2,50,2001,7.3,3,7,0,0,58.3,38.8,8,2,0,0,0,50,2029,8,51.1,46.19557,-94.290669,18.4694996,11.3589001,-0.660526,0.0239213,8,8,8,8,1
7,0,1993,2,790,2015,11,3,8.1,0,0,53.9,35.9,8,2,0,0,0,790,2039,7,89.1,47.222055,-91.562612,33.6214981,9.5569696,-1.84724,0.017294,8,9,7,7,1
9,0,1993,2,75,1995,7.3,4,9,0,0,58.8,39.2,7,2,0,0,0,75,2029,7,65.7,44.32357,-94.103784,21.1459999,12.9146996,1.73937,0.0253584,8,6,7,6,1
9,0,1947,2,20,2008,7.3,4,8.1,0,0,40.8,29.4,7,2,0,0,0,20,2029,6,59.13,47.48081,-92.571814,20.9678993,9.7698603,-2.47734,0.0173882,8,8,6,5,1
9,0,2006,2,1,2009,7.3,3,10.3,0,0,58,39,4,2,0,0,0,1,2029,8,75.19,47.320704,-96.344757,18.1417999,10.9834995,-0.633842,0.0236259,8,4,8,5,1
7,0,1993,2,820,2014,12.2,4,17.3,0,0,58.8,39.2,8,2,0,0,0,841,2034,7,211.06,44.011414,-92.095671,21.5144005,12.4983997,1.80364,0.025436,8,7,7,7,1
7,0,1995,2,650,2014,11,3,8,0,0,53.9,35.9,8,2,0,0,0,650,2039,8,88,45.564632,-93.19451,20.5389996,11.9438,0.284882,0.0210579,8,8,8,6,1
8,0,1986,2,20,2010,8.5,4,9.8,0,0,53.9,35.9,8,2,0,0,0,20,2039,7,83.3,48.165486,-96.532924,16.8955994,10.0712996,-1.56556,0.0190636,8,7,7,6,1
9,0,1969,2,26,1970,8.2,4,8.4,0,0,53.9,35.9,8,2,0,0,0,26,2029,8,68.88,45.534847,-95.470499,16.3048,11.8372002,0.49599,0.0365562,8,8,8,8,1
7,0,1996,2,240,2017,10.4,4,12.8,0,0,68.6,40.8,8,2,0,0,0,240,2039,8,133.12,44.402715,-96.091544,17.1756001,12.3052998,1.18347,0.0346142,8,8,8,8,1
9,0,2017,2,6,2016,8.5,4,9.5,0,0,42.1,32.4,8,2,0,0,0,7,2036,9,80.75,47.56575,-92.510194,21.2262001,9.7765398,-2.2140999,0.017278,8,8,8,7,1
9,0,1981,2,165,2014,10.4,3,7.2,0,0,53.9,35.9,8,2,0,0,0,165,2039,7,74.88,47.451493,-94.560701,17.1870995,10.2433004,-1.6422,0.0199285,8,8,7,6,1
6,0,1929,2,7000,2016,12.2,3,6.9,0,0,39.2,29.4,8,2,0,5,0,7000,2039,6,84.18,44.003025,-92.221531,23.5014992,12.2216997,1.61244,0.0253572,8,7,6,5,1
8,0,1982,2,36,1981,8.5,3,10.8,0,0,39.2,26.1,7,2,0,0,0,36,2029,6,91.8,44.165913,-95.31423,16.8579998,12.9317999,1.36046,0.0293998,8,7,6,6,1
9,0,2004,2,20,2004,7.3,3,7,0,0,68.6,40.8,8,2,0,0,0,20,2029,8,51.1,44.141833,-92.364449,24.1945992,12.4191999,1.62846,0.0246298,8,9,8,7,1
7,0,1980,2,195,2014,9.8,5,13.3,0,0,39.2,29.4,8,2,0,0,0,195,2039,8,130.34,44.18435,-95.37038,17.4279003,12.9132996,1.38667,0.0297193,8,8,7,7,1
16,1,2005,2,4900,2017,12.2,3,6.4,0,0,67.5,40.5,8,2,0,1,0,11000,2037,8,78.08,46.5142,-96.5424,16.0921001,11.5932999,0.196708,0.0346612,8,9,8,7,1
9,0,1992,2,36,1973,7.3,13,14.1,0,0,49,32.7,8,2,0,0,0,36,2029,8,102.93,44.072596,-95.060129,18.2399998,12.7133999,1.44256,0.0281697,5,8,8,8,1
7,0,2001,2,670,2016,9.8,3,7.8,0,0,58.8,39.2,8,2,0,0,0,670,2039,7,76.44,44.105061,-96.061474,16.0520992,12.4487,1.0862499,0.0342752,8,6,7,6,1
17,1,1916,2,8900,2015,12.2,8,9,0,0,29.4,19.6,8,2,0,0,0,8900,2039,5,109.8,44.541949,-93.190777,20.5338993,13.0143003,1.65776,0.0235421,8,7,4,6,0
9,0,2007,1,50,2016,7.3,4,7.5,0,0,89.8,89.8,8,3,0,2,1,50,2032,8,54.75,44.174893,-96.433482,14.7882004,12.4552002,0.896348,0.0379358,8,6,8,9,1
9,0,1991,2,23,1973,5.5,4,9.5,0,0,58.8,39.2,8,2,0,0,0,23,2029,6,52.25,47.332891,-95.483893,15.6279001,10.1700001,-1.70921,0.0222404,8,7,6,6,1
9,0,1986,2,39,1994,7.3,3,7.8,0,0,58.8,39.2,8,2,0,0,0,39,2029,8,56.94,48.123579,-96.335692,18.3400993,9.7244501,-1.84709,0.0191742,8,6,8,5,1
9,0,1980,2,40,1985,7.3,3,7.6,0,0,53.9,35.9,8,2,0,0,0,40,2029,7,55.48,46.004476,-94.155058,18.3155003,11.7823,-0.173025,0.0236513,8,6,7,6,1
9,0,1978,2,75,1986,8.5,4,10,0,0,53.9,35.9,8,2,0,0,0,75,2029,6,85,44.402472,-93.455952,21.5737,12.7734003,1.5864,0.0240927,8,7,6,6,1
9,0,1978,2,50,1990,7.9,4,10.2,0,0,53.9,35.9,8,2,0,0,0,50,2029,8,80.58,43.542255,-92.355049,23.6483994,12.3148003,1.7092201,0.0275297,8,8,8,8,1
1,0,1976,4,42000,2017,40.8,3,6.3,0,0,39.2,29.4,8,2,0,12,1,42000,2039,7,257.04,45.295496,-94.122561,17.6571999,12.2250004,0.964376,0.0247918,8,8,7,7,1
7,0,2008,2,100,2017,12.2,3,6.4,0,0,67.5,40.5,8,2,0,10,0,120,2037,7,78.08,46.571955,-96.482144,16.4517002,11.4438,0.227785,0.0334208,8,9,7,7,1
9,0,1991,2,170,2017,6.4,4,14,0,0,67.5,40.5,7,2,0,15,0,170,2037,7,89.6,46.472416,-96.553319,16.3754005,11.6505003,0.202797,0.0355905,8,9,7,7,1
8,0,1930,2,215,2014,10.4,3,6.9,0,0,35.9,22.9,6,2,0,0,0,215,2039,6,71.76,44.285455,-93.560813,21.8218994,12.7979002,1.5954,0.0244286,8,6,6,6,1
9,0,1986,2,30,1986,7.3,3,7.8,0,0,39.2,29.4,7,2,0,0,0,30,2029,7,56.94,44.351244,-94.141578,20.6774006,12.8983002,1.72284,0.0254542,8,7,7,7,1
9,0,1973,2,21,1970,7.9,2,8.2,0,0,39.2,26.1,8,2,0,0,0,21,2029,5,64.78,46.132306,-95.03275,16.5412998,10.9320002,-0.292044,0.0294519,8,8,5,6,0
9,0,1986,2,30,1990,7.3,4,10.4,0,0,58.8,39.2,8,2,0,0,0,30,2029,8,75.92,44.454148,-95.46395,18.0223999,12.8101997,1.3399301,0.0310317,8,7,8,6,1
8,0,1979,2,395,2015,11,3,6.2,0,0,53.9,35.9,7,2,0,0,0,395,2039,7,68.2,44.235558,-92.435458,22.7056007,12.7180996,1.59635,0.0242411,8,9,7,7,1
9,0,1995,2,28,1994,8.5,4,9.4,0,0,58.8,39.2,8,2,0,0,0,28,2029,8,79.9,43.5356,-94.054321,18.1140003,13.0937996,2.04234,0.02652,8,8,8,6,1
6,0,1954,2,990,2016,9.8,4,13.4,0,0,39.2,29.4,8,2,0,11,0,990,2039,5,131.32,44.17219,-92.260418,24.2148991,12.5770998,1.6233701,0.0245797,8,8,5,6,0
7,0,1999,2,770,2017,12.2,4,11.1,0,0,68.6,40.8,8,2,0,0,0,770,2039,8,135.42,47.044288,-96.144429,17.1289997,10.8027,-0.535456,0.0260238,8,9,8,7,1
8,0,1977,2,45,2008,8.5,4,15.1,0,0,39.2,29.4,8,2,0,0,0,45,2039,8,128.35,43.583922,-94.585079,19.1905994,12.9878998,2.1065099,0.0270273,8,7,7,7,1
9,0,1984,2,17,1984,7.3,4,9.8,0,0,53.9,35.9,6,2,0,0,0,17,2029,7,71.54,45.220768,-94.320972,17.9524002,12.2651997,1.2037899,0.026065,8,7,7,8,1
9,0,1980,2,22,1971,7.3,7,7.1,0,0,35.9,26.1,8,2,0,0,0,22,2029,7,51.83,48.095146,-95.455684,16.2544994,9.8228302,-2.09621,0.0188236,8,8,6,8,1
8,0,1994,2,98,1997,8.5,3,7.1,0,0,53.9,35.9,8,2,0,0,0,98,2029,6,60.35,44.042494,-92.450173,23.0485001,12.5098,1.67708,0.0249789,8,8,6,6,1
9,0,2002,2,75,2001,8.5,4,12.5,0,0,68.6,40.8,8,2,0,0,0,75,2029,7,106.25,43.560664,-93.305306,20.8731003,12.6876001,1.95193,0.0264544,8,7,7,6,1
9,0,1978,2,3,1973,6.1,4,9.8,0,0,53.9,35.9,8,2,0,0,0,3,2029,7,59.78,48.125882,-94.060953,20.1156006,9.9212904,-2.65518,0.0177415,8,8,7,7,1
9,0,1978,2,25,1973,5.5,4,13.9,0,0,53.9,35.9,8,2,0,0,0,25,2029,7,76.45,44.570089,-96.201393,16.6674995,12.5625,1.23713,0.0357204,8,7,7,7,1
6,0,2001,2,470,2016,12.2,4,8.7,0,0,68.6,40.8,8,2,0,3,0,470,2039,7,106.14,44.175144,-92.173268,23.8971996,12.5637999,1.55147,0.0246101,8,9,7,6,1
8,0,1930,2,365,2017,8.8,3,6.5,0,0,53.9,35.9,8,2,0,0,0,365,2039,5,57.2,44.095823,-92.455768,23.3813992,12.5783997,1.64281,0.0247536,8,6,5,5,0
8,0,2012,2,205,2008,9.8,3,6.6,0,0,42.1,32.4,8,2,0,0,0,309,2030,7,64.68,44.254054,-93.092343,23.2728996,12.6781998,1.6909,0.0241406,8,9,7,8,1
7,0,1995,2,295,2016,9.8,4,9,0,0,58.8,39.2,8,2,0,0,0,295,2039,7,88.2,44.091573,-96.243816,15.0044003,12.4621,0.763589,0.0360297,8,8,7,7,1
7,0,1931,2,255,2016,9.8,3,10.2,0,0,29.4,19.6,6,2,0,0,0,255,2039,5,99.96,43.514563,-93.310784,21.3740005,12.7285004,1.9101501,0.0266488,8,7,5,4,0
9,0,2001,2,25,2013,7.9,4,9.7,0,0,68.6,40.8,8,2,0,0,0,25,2034,8,76.63,44.100392,-95.594075,18.0422993,12.4356003,1.53531,0.0308101,8,8,8,7,1
8,0,2013,2,50,2011,5.5,4,10.3,0,0,39.2,26.1,8,2,0,0,0,50,2031,8,56.65,47.132265,-92.12391,25.0720005,9.5195398,-2.7056701,0.0173947,8,8,6,8,1
6,0,1947,2,1350,2016,9.8,3,10.4,0,0,39.2,29.4,8,2,0,15,0,1350,2039,6,101.92,47.112287,-96.153178,17.0948009,10.7708998,-0.626031,0.025326,8,8,6,5,1
9,0,1980,2,49,1986,8.5,4,9.5,0,0,53.9,35.9,7,2,0,0,0,49,2029,7,80.75,45.473576,-93.451895,20.6434994,12.2020998,0.641637,0.0219585,8,8,7,8,1
6,0,1932,2,1750,2016,11.6,3,10.2,0,0,39.2,29.4,8,2,0,14,0,1750,2039,5,118.32,44.161027,-96.24591,14.8725004,12.2600002,0.720639,0.0360601,8,6,5,6,0
8,0,2010,2,85,2016,9.8,4,11.5,0,0,42.1,32.4,8,2,0,0,0,85,2035,8,112.7,44.001754,-94.442042,18.8672009,12.9733,1.89459,0.0262798,8,9,8,7,1
9,0,2017,2,6,2016,8.5,4,9.5,0,0,42.1,32.4,8,2,0,0,0,7,2036,9,80.75,47.56575,-92.510194,21.2262001,9.7765398,-2.2140999,0.017278,8,8,8,7,1
9,0,2000,2,120,2009,7.3,3,7,0,0,53.9,35.9,8,2,0,0,0,120,2039,8,51.1,44.002627,-94.094818,18.6518002,13.1655998,1.9294699,0.0255884,8,8,8,8,1
9,0,1986,2,4,1994,8.5,4,9,0,0,58.8,39.2,8,2,0,0,0,4,2029,8,76.5,48.132083,-95.455641,16.2513008,9.8301096,-2.1171501,0.018714,8,7,8,6,1
8,0,1990,2,75,2016,8.5,4,13.9,0,0,53.9,35.9,8,2,0,0,0,75,2039,8,118.15,44.575345,-96.103479,16.2367992,12.8130999,1.41803,0.0349835,8,7,8,8,1
7,0,1977,2,420,2017,10.4,4,9.1,0,0,53.9,35.9,8,2,0,0,0,420,2039,8,94.64,44.451193,-96.03066,16.0732002,12.5194998,1.3515199,0.0341792,8,5,8,8,1
9,0,2004,2,60,2004,8.5,3,7.8,0,0,68.6,40.8,8,2,0,0,0,96,2030,8,66.3,44.062108,-92.254547,24.9433994,12.2440996,1.64907,0.025044,8,8,8,8,1
9,0,1979,2,35,2010,14,3,7.6,0,0,53.9,35.9,8,2,0,0,0,35,2039,7,106.4,48.160312,-97.03539,15.9120998,10.2897997,-1.04019,0.0191791,8,7,7,7,1
9,0,2002,2,130,2013,9.8,3,11.4,0,0,68.6,40.8,6,0,0,0,0,130,2039,7,111.72,46.084715,-94.022428,19.2152004,11.1562004,-0.749106,0.0227641,8,7,7,8,1
9,0,1994,2,15,1973,7.3,4,14,0,0,58.8,39.2,7,2,0,0,0,15,2029,7,102.2,47.560537,-96.572344,23.9634991,10.5894003,-0.876224,0.0219576,8,6,7,6,1
9,0,2017,2,290,2016,7.9,4,7.5,0,0,43.5,32.7,8,2,0,2,0,290,2032,7,59.25,45.022681,-96.333074,18.2276993,12.7339001,0.898209,0.0398211,8,7,7,7,1
9,0,1985,2,39,1985,7.9,4,14.3,0,0,53.9,35.9,8,2,0,0,0,39,2029,8,112.97,43.532116,-94.232051,18.7092991,13.0862999,2.0938301,0.0266627,8,8,8,6,1
6,0,1959,2,672,2017,11,3,6.3,0,0,54.9,32.9,7,2,0,17,0,889,2037,5,69.3,44.262867,-96.302746,15.7194004,11.9776001,0.705491,0.0363965,8,8,5,8,0
16,1,2010,5,23300,2016,18.3,6,6.1,0,0,49,32.7,8,2,0,0,0,23300,2039,8,111.63,44.55374,-93.214468,20.4929008,12.9947996,1.5962,0.023542,8,9,8,8,1
9,0,2004,2,10,2004,7.3,5,10.9,0,0,58.8,43.7,8,2,0,0,0,10,2029,8,79.57,46.390005,-92.474636,23.4498997,10.7637997,-1.6869299,0.0181541,8,6,8,7,1
9,0,1973,2,21,1970,7.9,2,8.2,0,0,39.2,26.1,8,2,0,0,0,21,2029,5,64.78,46.132306,-95.03275,16.5412998,10.9320002,-0.292044,0.0294519,8,8,5,6,0
9,0,1977,1,20,1994,4.9,4,8.7,0,0,39.2,26.1,7,3,0,0,0,20,2029,7,42.63,48.165552,-97.011811,15.8718004,10.2897997,-1.05399,0.0191608,8,7,6,6,1
9,0,1980,2,22,1992,8.5,4,10.3,0,0,39.2,29.4,8,2,0,0,0,22,2029,8,87.55,44.323625,-96.022469,17.2175999,12.2832003,1.22521,0.0341297,8,5,7,5,1
9,0,1974,2,10,1986,7,4,7.7,0,0,39.2,26.1,7,2,0,0,0,10,2029,5,53.9,47.0203,-96.412355,17.1229,11.0453997,-0.320302,0.0266619,8,7,5,6,0
7,0,1979,2,1200,2017,11,3,7.2,0,0,53.9,35.9,8,2,0,0,0,1200,2039,6,79.2,44.04489,-92.473691,23.0594006,12.5699997,1.64982,0.0249591,8,8,6,7,1
9,0,1988,2,15,1986,7.3,4,8.8,0,0,53.9,35.9,7,2,0,0,0,15,2029,8,64.24,46.235513,-96.390995,18.0426006,11.7778997,0.187804,0.0406115,8,9,8,6,1
7,0,1975,2,780,2017,12.2,4,13.6,0,0,53.9,35.9,8,2,0,0,0,780,2039,6,165.92,46.393391,-96.435342,17.0219994,11.6891003,0.20354,0.0370863,8,8,6,7,1
9,0,1997,2,18,1973,6.4,4,9.8,0,0,53.9,35.9,8,2,0,0,0,18,2029,6,62.72,46.110305,-94.072841,18.9794006,11.224,-0.692698,0.0229582,8,7,6,6,1
7,0,1986,2,1600,2014,12.2,12,25.7,12.2,12,49,32.7,8,2,0,0,0,1640,2034,8,313.54,43.583792,-92.082062,23.6228008,12.4122,1.75046,0.0277173,8,8,8,8,1
2,0,1931,2,4200,2016,13.4,3,7.3,0,0,39.2,29.4,8,2,0,11,1,4200,2039,6,97.82,46.053024,-94.521157,16.4930992,11.6920996,-0.235168,0.0258585,8,8,6,5,1
8,0,2012,2,200,2017,11.9,4,8.9,0,0,68.6,40.8,8,2,0,0,0,200,2039,8,105.91,44.522048,-95.395634,18.2679996,12.7617998,1.27563,0.0309834,8,8,8,8,1
9,0,1998,2,435,2012,9.8,3,7.2,0,0,68.6,40.8,8,2,0,0,0,435,2039,8,70.56,47.172072,-96.311833,16.2105999,10.9758997,-0.49506,0.0249349,8,9,8,8,1
8,0,2012,2,80,2010,9.8,4,12.1,0,0,58.8,39.2,8,2,0,0,0,88,2032,8,118.58,48.18482,-95.404751,16.2534008,9.8525696,-2.19942,0.0185378,8,8,8,7,1
9,0,1980,2,24,1973,7.9,6,21.5,0,0,53.9,35.9,8,2,0,0,0,24,2029,6,169.85,47.395773,-96.352143,19.9218006,10.8188,-0.839877,0.0230266,8,8,6,6,1
8,0,1930,2,480,2017,7.9,3,6.9,0,0,53.9,35.9,8,2,0,0,0,480,2039,5,54.51,44.003035,-92.541585,22.8181,12.5037003,1.50958,0.025102,8,7,5,6,0
9,0,1997,2,35,1997,8.5,4,14,0,0,68.6,40.8,8,2,0,0,0,35,2029,8,119,45.49127,-96.16297,16.6756001,11.7229996,0.434866,0.0447248,8,9,8,8,1
9,0,1987,2,30,1973,6.1,12,13.6,0,0,49,32.7,7,2,0,0,0,30,2029,8,82.96,45.114848,-96.261912,17.7441006,12.5918999,0.79178,0.0404579,8,6,8,7,1
